Report_Number,Date_Reported,City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed,DateTime_of_Occurrence
17985,,2,9,67.0,1,5,0,
17986,,22,6,31.0,2,1,0,
17987,,26,13,75.0,2,0,1,
17988,,13,10,55.0,2,1,1,
17989,,4,17,13.0,1,0,0,
17990,,24,19,46.0,0,2,1,
17992,,14,12,42.0,2,2,1,
17993,,17,10,26.0,1,2,1,
17994,,10,14,45.0,1,2,0,
17995,,5,17,66.0,0,0,0,
17996,,6,3,19.0,2,2,0,
17997,,8,0,75.0,0,5,0,
17999,,17,10,32.0,1,3,1,
18002,,1,20,36.0,0,0,1,
18005,,2,7,65.0,2,4,1,
18006,,4,17,71.0,1,3,1,
18007,,5,4,64.0,0,3,0,
18008,,6,16,23.0,0,5,0,
18009,,4,2,30.0,0,4,0,
18010,,9,1,65.0,2,4,0,
18011,,27,15,67.0,0,2,1,
18012,,8,19,62.0,2,3,0,
18013,,13,19,73.0,0,4,0,
18014,,1,16,10.0,1,2,0,
18015,,17,20,23.0,1,5,1,
18016,,15,7,65.0,0,0,0,
18017,,19,13,33.0,1,1,1,
18018,,9,12,48.0,0,5,1,
18019,,17,16,36.0,0,4,0,
18020,,5,8,64.0,2,1,1,
18021,,22,17,38.0,0,2,0,
18022,,24,4,18.0,0,5,1,
18023,,10,13,66.0,2,0,0,
18025,,8,7,55.0,0,0,1,
18026,,16,18,79.0,2,2,1,
18027,,24,4,69.0,0,3,1,
18028,,18,14,69.0,0,4,0,
18029,,14,1,69.0,0,4,1,
18030,,4,3,60.0,0,4,1,
18031,,13,16,16.0,0,0,0,
18033,,5,11,63.0,1,5,0,
18034,,2,9,54.0,1,2,1,
18035,,5,0,55.0,0,5,0,
18036,,5,14,30.0,2,5,1,
18037,,17,2,76.0,2,5,1,
18038,,1,13,52.0,2,2,1,
18039,,1,10,10.0,2,2,1,
18040,,4,14,21.0,2,0,0,
18041,,15,7,48.0,0,4,0,
18042,,5,18,41.0,2,2,0,
18043,,17,14,57.0,1,0,1,
18044,,17,4,15.0,0,0,0,
18045,,2,10,36.0,2,3,0,
18047,,5,16,49.0,1,0,1,
18048,,21,17,44.0,1,2,0,
18049,,21,7,37.0,2,4,0,
18050,,17,3,73.0,0,5,0,
18051,,5,16,32.0,1,1,0,
18052,,13,17,70.0,0,5,1,
18054,,8,7,22.0,2,3,0,
18055,,4,17,19.0,1,5,1,
18056,,3,1,28.0,0,4,0,
18057,,4,3,29.0,0,5,0,
18058,,17,4,47.0,1,2,1,
18059,,13,4,56.0,2,0,0,
18060,,5,7,21.0,0,1,0,
18061,,2,6,33.0,2,5,1,
18062,,4,7,77.0,0,0,1,
18063,,28,8,34.0,2,2,1,
18064,,4,16,72.0,0,5,0,
18066,,5,11,76.0,0,1,1,
18067,,17,1,73.0,2,3,0,
18069,,5,1,22.0,1,5,0,
18070,,5,11,16.0,1,2,0,
18071,,14,13,70.0,1,4,1,
18072,,17,19,75.0,2,4,0,
18074,,24,4,36.0,0,1,0,
18075,,24,13,36.0,1,5,1,
18076,,17,16,62.0,2,3,0,
18077,,5,4,68.0,1,3,0,
18078,,4,16,46.0,2,4,1,
18079,,27,14,19.0,2,3,1,
18080,,21,10,60.0,2,4,0,
18082,,28,12,33.0,1,0,1,
18083,,24,10,53.0,2,4,1,
18084,,24,12,24.0,1,5,1,
18085,,16,9,74.0,2,5,0,
18086,,8,3,14.0,2,1,0,
18087,,5,15,16.0,2,2,1,
18088,,2,17,55.0,2,4,1,
18089,,21,4,49.0,0,4,1,
18092,,17,12,74.0,0,3,0,
18093,,10,13,64.0,2,5,1,
18094,,5,16,73.0,0,4,1,
18095,,0,20,13.0,0,5,0,
18096,,21,3,33.0,0,4,0,
18098,,14,9,38.0,2,0,0,
18099,,9,18,42.0,2,4,1,
18100,,5,8,15.0,2,2,1,
18101,,13,17,34.0,2,3,1,
18102,,11,13,17.0,1,2,1,
18103,,1,15,55.0,2,0,1,
18104,,10,8,11.0,1,2,0,
18105,,5,13,55.0,1,2,1,
18106,,8,4,38.0,2,4,0,
18107,,2,17,60.0,0,1,0,
18108,,5,5,48.0,0,2,1,
18109,,21,13,61.0,2,5,1,
18110,,5,17,63.0,2,4,0,
18112,,22,14,63.0,0,1,1,
18115,,19,13,71.0,1,5,0,
18116,,14,16,43.0,1,5,1,
18118,,5,17,46.0,1,0,1,
18119,,21,2,19.0,1,2,1,
18120,,13,5,45.0,1,3,0,
18122,,13,13,37.0,0,3,1,
18123,,19,10,49.0,0,4,1,
18124,,26,2,63.0,1,0,0,
18127,,5,17,77.0,0,5,0,
18130,,2,4,74.0,0,3,0,
18131,,2,2,31.0,1,1,0,
18132,,28,7,70.0,2,0,0,
18133,,23,7,73.0,1,5,1,
18134,,5,1,31.0,0,4,1,
18135,,20,2,11.0,1,3,0,
18136,,12,6,35.0,2,2,1,
18137,,13,7,11.0,1,0,0,
18138,,2,5,52.0,1,5,0,
18139,,1,5,35.0,1,5,1,
18140,,13,15,62.0,2,4,1,
18141,,5,7,42.0,1,0,0,
18143,,0,6,73.0,2,4,1,
18144,,17,4,24.0,1,3,1,
18145,,13,8,47.0,1,3,0,
18146,,10,1,41.0,0,0,1,
18147,,9,10,10.0,1,5,0,
18148,,5,12,20.0,2,3,0,
18149,,2,9,50.0,2,1,0,
18150,,21,13,60.0,1,2,0,
18152,,28,9,35.0,1,3,0,
18153,,5,20,57.0,0,0,0,
18156,,20,18,63.0,2,2,1,
18157,,2,10,54.0,1,4,0,
18158,,22,17,44.0,0,2,1,
18159,,4,13,51.0,1,2,1,
18161,,2,10,50.0,2,3,1,
18162,,4,16,49.0,2,2,0,
18163,,10,16,47.0,0,4,0,
18164,,7,17,69.0,1,1,1,
18165,,13,17,33.0,0,3,1,
18166,,17,13,55.0,1,4,0,
18167,,1,19,50.0,1,0,0,
18168,,2,13,24.0,2,1,1,
18169,,5,17,22.0,1,2,1,
18170,,8,1,52.0,0,4,0,
18171,,17,13,16.0,1,4,0,
18172,,22,3,15.0,0,3,0,
18173,,18,9,50.0,0,3,1,
18174,,25,15,56.0,2,0,1,
18175,,2,9,62.0,0,1,0,
18176,,5,10,34.0,1,5,1,
18177,,10,19,11.0,0,5,0,
18178,,17,18,26.0,0,0,0,
18179,,2,19,70.0,2,0,1,
18181,,9,3,51.0,2,5,1,
18182,,17,1,34.0,2,0,1,
18183,,5,17,26.0,0,0,0,
18184,,5,6,37.0,1,1,0,
18185,,4,3,28.0,1,5,1,
18186,,5,12,11.0,0,0,0,
18187,,13,2,53.0,0,4,0,
18188,,4,15,67.0,1,2,1,
18189,,1,5,44.0,1,2,0,
18190,,16,9,21.0,0,0,0,
18191,,15,19,35.0,0,5,1,
18192,,18,16,19.0,1,4,0,
18193,,14,16,36.0,2,0,1,
18194,,10,19,10.0,0,3,1,
18195,,7,0,55.0,0,4,0,
18196,,17,16,68.0,1,3,0,
18197,,4,20,50.0,0,1,0,
18199,,13,3,77.0,1,5,1,
18200,,5,19,38.0,0,4,0,
18201,,1,1,26.0,2,0,0,
18202,,17,15,67.0,0,5,1,
18205,,12,17,23.0,0,2,0,
18206,,2,12,42.0,0,2,1,
18207,,8,5,58.0,1,2,1,
18208,,9,9,10.0,2,3,1,
18209,,2,16,42.0,1,4,1,
18210,,13,3,36.0,2,1,0,
18211,,13,6,47.0,1,1,0,
18212,,18,2,49.0,1,3,1,
18213,,17,6,20.0,1,5,0,
18215,,4,19,74.0,2,4,0,
18216,,17,13,33.0,0,2,1,
18217,,5,12,35.0,2,2,1,
18218,,8,5,44.0,2,2,1,
18221,,10,15,48.0,1,5,0,
18222,,14,6,65.0,1,0,1,
18223,,5,12,79.0,0,3,0,
18224,,2,9,68.0,0,1,0,
18225,,25,7,70.0,0,4,0,
18226,,17,17,11.0,2,1,0,
18227,,12,12,30.0,0,2,0,
18228,,13,10,36.0,2,2,0,
18229,,18,7,11.0,0,5,1,
18230,,4,1,58.0,0,4,0,
18233,,21,19,19.0,2,3,0,
18234,2022-01-02,17,8,13.0,0,4,1,
18235,,3,18,44.0,0,1,1,
18236,,13,18,13.0,2,2,1,
18237,,5,7,78.0,1,0,0,
18238,,1,12,38.0,2,4,0,
18239,,3,12,69.0,0,0,1,
18241,2022-01-02,11,9,54.0,1,1,1,
18242,2022-01-02,14,14,77.0,2,5,1,
18244,,8,7,70.0,2,2,1,
18245,,17,20,66.0,2,2,1,
18246,,21,15,49.0,0,0,0,
18247,,14,4,37.0,0,5,0,
18248,2022-02-02,21,2,70.0,2,3,1,
18251,,4,1,16.0,1,1,0,
18252,2022-01-02,2,7,37.0,2,2,0,
18253,,24,4,67.0,0,1,1,
18254,2022-01-02,5,5,22.0,2,4,1,
18255,2022-02-02,17,1,12.0,2,1,1,
18256,2022-02-02,8,5,37.0,1,4,0,
18257,2022-01-02,5,15,20.0,0,4,0,
18260,,8,12,18.0,2,1,0,
18262,,14,11,56.0,0,4,0,
18263,2022-02-02,22,7,43.0,0,2,1,
18264,2022-02-02,14,0,73.0,2,4,0,
18266,,2,20,69.0,0,4,0,
18267,,3,18,70.0,1,3,0,
18268,2022-01-02,28,3,32.0,2,2,1,
18269,,9,13,73.0,0,2,0,
18270,2022-01-02,14,8,55.0,0,1,1,
18271,2022-02-02,17,19,51.0,2,3,0,
18272,2022-01-02,1,16,22.0,0,0,1,
18273,,2,7,22.0,0,2,0,
18274,2022-03-02,16,3,24.0,0,3,0,
18275,2022-02-02,2,11,11.0,1,1,1,
18276,2022-02-02,5,20,42.0,2,1,0,
18277,2022-02-02,12,8,14.0,2,2,1,
18278,2022-02-02,5,4,77.0,2,2,1,
18279,2022-01-02,18,0,10.0,1,1,1,
18280,2022-03-02,4,2,21.0,1,1,1,
18281,2022-01-02,21,13,34.0,1,5,1,
18282,2022-01-02,24,9,31.0,1,5,1,
18283,2022-01-02,15,5,53.0,2,2,1,
18284,2022-03-02,13,13,42.0,0,4,0,
18285,2022-03-02,12,9,31.0,1,4,0,
18286,2022-02-02,18,0,42.0,0,2,1,
18288,2022-03-02,17,0,39.0,1,0,0,
18289,2022-01-02,12,15,23.0,2,4,0,2022-02-01 06:37:00
18290,2022-02-02,12,11,71.0,0,4,1,2022-02-01 04:35:00
18291,2022-03-02,6,15,44.0,2,3,1,2022-02-01 19:14:00
18292,2022-02-02,21,5,28.0,2,3,1,2022-02-01 00:21:00
18293,2022-03-02,20,4,39.0,2,2,0,2022-02-01 15:32:00
18294,2022-01-02,5,16,65.0,0,0,1,2022-02-01 11:32:00
18296,2022-01-02,9,20,15.0,2,1,1,2022-02-01 03:30:00
18298,2022-03-02,1,12,70.0,0,0,1,2022-02-01 08:09:00
18299,2022-04-02,8,20,18.0,0,1,1,2022-02-01 09:52:00
18300,2022-01-02,13,0,51.0,0,3,0,2022-02-01 09:52:00
18301,2022-02-02,4,3,60.0,1,0,0,2022-02-01 07:39:00
18302,2022-02-02,8,10,20.0,0,4,0,2022-02-01 15:45:00
18303,2022-03-02,13,8,68.0,1,3,1,2022-02-01 05:27:00
18304,2022-03-02,5,6,27.0,0,4,0,2022-02-01 19:36:00
18306,2022-02-02,8,15,38.0,0,2,0,2022-02-01 03:58:00
18308,2022-04-02,4,8,30.0,1,5,0,2022-02-01 12:39:00
18309,2022-01-02,2,16,70.0,2,3,0,2022-02-01 00:16:00
18310,2022-01-02,4,12,28.0,2,5,1,2022-02-01 15:15:00
18311,2022-02-02,13,15,18.0,1,1,1,2022-02-01 13:35:00
18312,2022-03-02,5,18,52.0,0,5,0,2022-02-01 16:53:00
18313,2022-02-02,7,16,43.0,1,5,1,2022-02-02 18:31:00
18314,2022-02-02,10,6,42.0,1,3,1,2022-02-02 16:17:00
18315,2022-03-02,7,7,24.0,0,0,0,2022-02-02 10:46:00
18316,2022-02-02,18,1,12.0,2,0,1,2022-02-02 10:56:00
18317,2022-03-02,8,9,15.0,1,2,0,2022-02-02 01:51:00
18318,2022-04-02,24,16,46.0,0,2,1,2022-02-02 19:50:00
18319,2022-04-02,8,0,78.0,1,3,0,2022-02-02 13:02:00
18320,2022-02-02,9,4,22.0,1,4,0,2022-02-02 02:53:00
18321,2022-03-02,24,4,68.0,2,4,0,2022-02-02 10:13:00
18322,2022-04-02,1,14,46.0,0,4,1,2022-02-02 18:39:00
18323,2022-04-02,17,17,45.0,2,4,1,2022-02-02 18:09:00
18325,2022-02-02,13,4,62.0,1,0,1,2022-02-02 12:38:00
18326,2022-05-02,13,14,64.0,1,3,0,2022-02-02 12:59:00
18327,2022-03-02,4,16,76.0,2,3,1,2022-02-02 21:03:00
18329,2022-02-02,10,20,44.0,1,4,1,2022-02-02 12:30:00
18330,2022-03-02,5,11,78.0,1,5,0,2022-02-02 11:03:00
18331,2022-03-02,12,16,59.0,1,2,0,2022-02-02 16:17:00
18332,2022-02-02,2,5,77.0,0,1,0,2022-02-02 01:58:00
18333,2022-04-02,15,8,77.0,2,1,1,2022-02-02 18:37:00
18334,2022-05-02,13,12,63.0,0,2,0,2022-02-02 18:39:00
18335,2022-03-02,5,15,73.0,2,3,1,2022-02-02 21:50:00
18336,2022-05-02,10,3,60.0,0,0,1,2022-02-02 02:10:00
18337,2022-05-02,25,0,62.0,1,1,1,2022-02-03 16:45:00
18338,2022-05-02,9,3,30.0,0,2,1,2022-02-03 19:13:00
18339,2022-06-02,2,7,73.0,2,1,1,2022-02-03 23:47:00
18341,2022-04-02,13,20,61.0,2,5,0,2022-02-03 06:20:00
18343,2022-05-02,17,0,28.0,2,5,0,2022-02-03 16:47:00
18344,2022-05-02,17,2,22.0,1,2,0,2022-02-03 01:56:00
18345,2022-04-02,12,17,59.0,1,4,1,2022-02-03 03:30:00
18346,2022-05-02,8,15,29.0,2,4,1,2022-02-03 01:03:00
18348,2022-06-02,4,0,15.0,1,1,0,2022-02-03 12:17:00
18349,2022-04-02,1,1,73.0,1,1,1,2022-02-03 09:27:00
18350,2022-05-02,15,2,20.0,0,3,0,2022-02-03 11:39:00
18351,2022-05-02,17,2,45.0,0,1,0,2022-02-03 04:30:00
18352,2022-05-02,2,17,75.0,0,4,1,2022-02-03 06:58:00
18353,2022-04-02,5,5,11.0,2,0,1,2022-02-03 02:37:00
18354,2022-06-02,2,14,74.0,1,2,0,2022-02-03 02:57:00
18356,2022-05-02,13,18,24.0,2,1,1,2022-02-03 18:29:00
18357,2022-06-02,26,12,45.0,2,4,1,2022-02-03 08:42:00
18358,2022-04-02,5,14,20.0,1,3,1,2022-02-03 14:00:00
18359,2022-05-02,5,0,36.0,0,2,1,2022-02-03 18:46:00
18360,2022-05-02,17,8,41.0,0,2,0,2022-02-03 10:03:00
18361,2022-06-02,17,16,30.0,2,1,0,2022-02-04 21:51:00
18362,2022-06-02,12,18,77.0,1,5,0,2022-02-04 12:32:00
18363,2022-04-02,14,3,64.0,1,4,0,2022-02-04 14:50:00
18364,2022-04-02,13,18,15.0,2,2,0,2022-02-04 15:40:00
18365,2022-05-02,13,9,13.0,1,2,1,2022-02-04 17:53:00
18366,2022-05-02,28,14,18.0,1,4,1,2022-02-04 01:12:00
18368,2022-04-02,17,8,39.0,0,5,0,2022-02-04 10:06:00
18369,2022-05-02,4,9,19.0,0,5,1,2022-02-04 03:47:00
18370,2022-05-02,2,18,75.0,2,4,1,2022-02-04 04:43:00
18371,2022-05-02,5,11,41.0,0,2,1,2022-02-04 18:27:00
18372,2022-07-02,14,7,16.0,0,3,1,2022-02-04 13:40:00
18373,2022-07-02,23,9,40.0,1,1,1,2022-02-04 18:50:00
18374,2022-06-02,8,15,51.0,0,0,0,2022-02-04 20:28:00
18375,2022-04-02,17,15,66.0,2,1,0,2022-02-04 18:58:00
18376,2022-04-02,4,10,39.0,1,0,0,2022-02-04 04:48:00
18377,2022-05-02,20,14,72.0,2,4,0,2022-02-04 01:22:00
18378,2022-06-02,2,16,21.0,1,5,1,2022-02-04 21:10:00
18379,2022-07-02,14,13,77.0,2,1,0,2022-02-04 10:28:00
18380,2022-06-02,14,5,57.0,0,4,1,2022-02-04 01:26:00
18381,2022-06-02,3,9,45.0,2,4,0,2022-02-04 12:29:00
18382,2022-07-02,4,11,58.0,1,5,0,2022-02-04 19:24:00
18383,2022-06-02,18,20,57.0,0,3,1,2022-02-04 19:57:00
18384,2022-06-02,2,8,18.0,1,3,1,2022-02-04 14:39:00
18385,2022-07-02,9,3,54.0,2,5,0,2022-02-05 03:30:00
18386,2022-06-02,2,10,54.0,0,2,1,2022-02-05 17:32:00
18387,2022-07-02,28,7,13.0,1,3,1,2022-02-05 14:32:00
18388,2022-05-02,14,3,76.0,1,1,0,2022-02-05 18:41:00
18389,2022-07-02,21,9,60.0,2,3,0,2022-02-05 22:07:00
18390,2022-06-02,17,9,30.0,2,3,0,2022-02-05 13:15:00
18391,2022-05-02,21,12,78.0,1,4,0,2022-02-05 22:12:00
18392,2022-06-02,4,8,34.0,2,1,0,2022-02-05 21:05:00
18393,2022-05-02,2,19,39.0,0,0,0,2022-02-05 06:05:00
18394,2022-05-02,8,20,75.0,2,4,0,2022-02-05 03:07:00
18395,2022-05-02,8,15,47.0,1,3,1,2022-02-05 15:28:00
18396,2022-07-02,5,3,47.0,0,3,1,2022-02-05 11:41:00
18397,2022-07-02,1,7,21.0,1,1,0,2022-02-05 23:23:00
18398,2022-06-02,5,1,69.0,2,2,0,2022-02-05 21:05:00
18399,2022-06-02,4,18,20.0,2,4,1,2022-02-05 02:02:00
18400,2022-05-02,21,12,55.0,1,2,0,2022-02-05 01:07:00
18401,2022-07-02,4,5,76.0,1,5,1,2022-02-05 09:38:00
18402,2022-07-02,13,12,55.0,1,3,0,2022-02-05 20:18:00
18403,2022-07-02,2,10,41.0,1,3,0,2022-02-05 04:16:00
18404,2022-06-02,17,1,48.0,0,0,1,2022-02-05 04:29:00
18405,2022-07-02,18,6,27.0,0,3,0,2022-02-05 06:53:00
18406,2022-08-02,10,12,34.0,1,4,0,2022-02-05 22:38:00
18407,2022-06-02,8,0,22.0,2,2,1,2022-02-05 17:46:00
18408,2022-06-02,24,1,46.0,0,4,1,2022-02-05 16:44:00
18409,2022-06-02,5,1,59.0,1,5,1,2022-02-06 01:38:00
18411,2022-07-02,5,2,25.0,0,5,1,2022-02-06 07:11:00
18412,2022-09-02,17,13,58.0,0,3,0,2022-02-06 07:45:00
18413,2022-06-02,21,16,44.0,2,5,0,2022-02-06 05:49:00
18414,2022-08-02,0,17,15.0,1,4,0,2022-02-06 14:15:00
18415,2022-08-02,16,18,15.0,2,5,0,2022-02-06 10:48:00
18416,2022-07-02,8,12,26.0,2,1,0,2022-02-06 05:55:00
18417,2022-06-02,5,0,42.0,1,5,1,2022-02-06 11:19:00
18418,2022-07-02,1,3,33.0,2,1,1,2022-02-06 04:59:00
18419,2022-08-02,0,12,25.0,0,1,1,2022-02-06 22:21:00
18420,2022-07-02,16,14,51.0,2,0,0,2022-02-06 10:40:00
18421,2022-07-02,5,10,65.0,2,1,1,2022-02-06 19:10:00
18422,2022-07-02,13,14,56.0,0,2,1,2022-02-06 01:54:00
18423,2022-06-02,8,19,60.0,2,4,1,2022-02-06 08:43:00
18425,2022-08-02,1,17,66.0,0,4,0,2022-02-06 02:31:00
18426,2022-07-02,3,5,36.0,0,3,1,2022-02-06 09:44:00
18427,2022-08-02,16,17,13.0,2,5,1,2022-02-06 21:56:00
18428,2022-08-02,0,17,29.0,1,2,1,2022-02-06 17:39:00
18429,2022-08-02,8,12,71.0,0,5,1,2022-02-06 09:52:00
18430,2022-07-02,25,3,20.0,2,1,1,2022-02-06 17:33:00
18431,2022-08-02,18,2,32.0,2,5,0,2022-02-06 02:26:00
18432,2022-09-02,10,7,74.0,1,1,1,2022-02-06 21:52:00
18433,2022-08-02,10,12,28.0,2,2,0,2022-02-07 01:13:00
18434,2022-07-02,25,0,34.0,0,1,1,2022-02-07 09:04:00
18435,2022-08-02,21,15,64.0,0,5,0,2022-02-07 15:49:00
18437,2022-08-02,6,11,62.0,1,2,0,2022-02-07 00:06:00
18438,2022-08-02,20,13,60.0,1,3,1,2022-02-07 17:44:00
18439,2022-07-02,8,5,12.0,1,2,1,2022-02-07 11:09:00
18440,2022-08-02,5,16,67.0,1,0,0,2022-02-07 20:33:00
18441,2022-09-02,21,20,19.0,0,2,0,2022-02-07 02:43:00
18442,2022-07-02,4,14,74.0,2,5,1,2022-02-07 03:05:00
18443,2022-08-02,17,11,66.0,0,0,1,2022-02-07 18:00:00
18444,2022-10-02,8,0,51.0,2,0,0,2022-02-07 09:04:00
18446,2022-09-02,17,17,56.0,2,3,0,2022-02-07 22:35:00
18447,2022-08-02,13,1,26.0,2,5,1,2022-02-07 05:24:00
18448,2022-08-02,2,17,71.0,1,2,1,2022-02-07 03:59:00
18449,2022-10-02,2,3,15.0,2,3,0,2022-02-07 03:58:00
18450,2022-08-02,3,17,11.0,2,3,0,2022-02-07 17:06:00
18451,2022-07-02,24,7,45.0,1,3,0,2022-02-07 17:15:00
18452,2022-08-02,12,4,24.0,2,3,1,2022-02-07 02:51:00
18453,2022-10-02,13,2,32.0,0,2,1,2022-02-07 19:16:00
18454,2022-09-02,13,8,57.0,0,0,1,2022-02-07 11:31:00
18456,2022-10-02,2,0,13.0,1,2,1,2022-02-07 17:18:00
18457,2022-10-02,5,9,56.0,1,3,0,2022-02-08 18:16:00
18458,2022-08-02,5,8,56.0,1,4,0,2022-02-08 01:18:00
18459,2022-09-02,17,8,41.0,0,2,0,2022-02-08 12:32:00
18460,2022-10-02,5,6,57.0,1,5,0,2022-02-08 11:34:00
18462,2022-10-02,25,4,33.0,0,4,0,2022-02-08 16:53:00
18463,2022-10-02,12,0,28.0,1,2,1,2022-02-08 11:11:00
18465,2022-09-02,21,14,30.0,1,2,0,2022-02-08 02:29:00
18466,2022-08-02,2,7,29.0,0,0,1,2022-02-08 05:22:00
18467,2022-09-02,10,0,38.0,2,3,1,2022-02-08 02:50:00
18468,2022-09-02,1,7,59.0,0,2,1,2022-02-08 21:13:00
18470,2022-09-02,17,7,64.0,0,5,1,2022-02-08 06:44:00
18472,2022-10-02,17,6,45.0,1,5,1,2022-02-08 06:09:00
18473,2022-11-02,8,17,21.0,0,1,1,2022-02-08 01:45:00
18474,2022-09-02,17,3,76.0,2,4,1,2022-02-08 02:27:00
18475,2022-10-02,8,11,67.0,0,0,1,2022-02-08 01:38:00
18476,2022-11-02,5,3,72.0,2,0,0,2022-02-08 09:03:00
18477,2022-09-02,17,6,29.0,1,3,1,2022-02-08 09:09:00
18478,2022-11-02,2,13,53.0,2,3,0,2022-02-08 13:29:00
18479,2022-11-02,5,16,55.0,1,5,0,2022-02-08 02:39:00
18480,2022-09-02,20,0,20.0,1,1,1,2022-02-08 04:30:00
18481,2022-10-02,2,0,38.0,0,3,0,2022-02-09 00:36:00
18482,2022-10-02,18,7,54.0,0,0,0,2022-02-09 09:24:00
18483,2022-10-02,5,1,64.0,0,4,1,2022-02-09 08:40:00
18484,2022-09-02,28,4,25.0,2,5,0,2022-02-09 10:08:00
18485,2022-10-02,2,4,49.0,1,2,1,2022-02-09 19:36:00
18487,2022-11-02,13,9,10.0,1,0,0,2022-02-09 18:48:00
18488,2022-10-02,25,7,10.0,0,2,1,2022-02-09 21:07:00
18490,2022-11-02,8,20,69.0,0,4,1,2022-02-09 23:03:00
18491,2022-11-02,2,0,21.0,0,5,0,2022-02-09 05:27:00
18493,2022-12-02,21,4,77.0,1,2,0,2022-02-09 08:02:00
18494,2022-10-02,5,9,34.0,0,2,1,2022-02-09 18:25:00
18495,2022-10-02,8,16,63.0,1,4,0,2022-02-09 01:18:00
18496,2022-11-02,4,4,10.0,0,3,1,2022-02-09 23:40:00
18497,2022-11-02,4,4,62.0,1,4,1,2022-02-09 09:47:00
18498,2022-10-02,17,4,31.0,1,4,1,2022-02-09 16:26:00
18499,2022-11-02,17,9,34.0,1,3,0,2022-02-09 21:52:00
18500,2022-12-02,17,12,62.0,1,4,1,2022-02-09 02:47:00
18501,2022-10-02,17,4,38.0,0,1,1,2022-02-09 05:56:00
18503,2022-11-02,4,19,15.0,0,0,0,2022-02-09 01:08:00
18504,2022-11-02,5,18,71.0,2,3,0,2022-02-09 07:55:00
18506,2022-10-02,17,5,71.0,2,1,1,2022-02-10 04:07:00
18507,2022-11-02,2,0,23.0,0,5,0,2022-02-10 02:41:00
18508,2022-12-02,2,11,78.0,1,4,0,2022-02-10 21:36:00
18510,2022-10-02,4,11,21.0,0,1,1,2022-02-10 12:19:00
18511,2022-11-02,5,9,27.0,0,0,0,2022-02-10 17:52:00
18512,,18,8,33.0,0,0,0,2022-02-10 14:38:00
18513,2022-11-02,2,14,39.0,0,3,1,2022-02-10 18:00:00
18514,2022-11-02,13,10,52.0,2,2,1,2022-02-10 19:29:00
18515,2022-10-02,8,0,69.0,2,4,1,2022-02-10 22:20:00
18516,2022-11-02,12,17,64.0,0,0,0,2022-02-10 10:26:00
18518,2022-11-02,5,18,44.0,0,4,0,2022-02-10 11:40:00
18520,2022-12-02,1,18,50.0,2,1,1,2022-02-10 07:07:00
18521,,2,7,46.0,0,4,0,2022-02-10 12:58:00
18523,2022-12-02,8,0,36.0,2,5,1,2022-02-10 05:25:00
18524,2022-12-02,11,7,68.0,2,4,0,2022-02-10 05:28:00
18526,2022-10-02,17,13,49.0,0,2,1,2022-02-10 12:55:00
18528,2022-11-02,5,6,53.0,2,3,0,2022-02-10 05:08:00
18529,2022-11-02,5,0,22.0,0,3,0,2022-02-11 13:11:00
18530,,5,13,60.0,2,1,0,2022-02-11 09:24:00
18531,2022-11-02,7,18,70.0,0,3,1,2022-02-11 13:10:00
18532,2022-12-02,25,16,32.0,1,5,0,2022-02-11 14:31:00
18533,2022-11-02,14,2,73.0,0,5,0,2022-02-11 21:54:00
18534,2022-11-02,17,16,18.0,1,3,1,2022-02-11 06:22:00
18535,,26,0,68.0,0,2,1,2022-02-11 09:17:00
18536,2022-12-02,11,15,16.0,0,5,1,2022-02-11 03:52:00
18538,,21,20,62.0,0,4,1,2022-02-11 19:23:00
18539,,19,10,77.0,2,5,0,2022-02-11 03:47:00
18540,,5,5,29.0,0,2,0,2022-02-11 06:55:00
18541,2022-12-02,8,9,50.0,2,1,0,2022-02-11 12:21:00
18542,2022-12-02,5,1,12.0,1,3,1,2022-02-11 21:09:00
18543,2022-11-02,21,12,78.0,1,5,1,2022-02-11 12:07:00
18544,2022-11-02,5,1,32.0,1,4,0,2022-02-11 19:26:00
18545,2022-12-02,1,1,71.0,2,4,1,2022-02-11 04:10:00
18546,2022-11-02,8,11,78.0,2,0,0,2022-02-11 21:16:00
18547,,13,14,10.0,0,5,1,2022-02-11 00:20:00
18548,,17,8,61.0,1,3,0,2022-02-11 14:51:00
18549,,7,1,76.0,1,0,1,2022-02-11 17:28:00
18550,2022-12-02,22,14,42.0,0,4,1,2022-02-11 03:03:00
18551,2022-12-02,8,20,61.0,1,3,1,2022-02-11 19:03:00
18552,,13,14,29.0,1,0,1,2022-02-11 18:38:00
18554,,16,13,28.0,1,4,1,2022-02-12 16:33:00
18555,2022-12-02,5,7,61.0,2,2,1,2022-02-12 06:46:00
18556,,8,5,64.0,1,3,0,2022-02-12 18:24:00
18557,2022-12-02,21,13,48.0,0,3,1,2022-02-12 10:48:00
18558,2022-12-02,5,1,23.0,1,3,1,2022-02-12 18:20:00
18559,,8,9,44.0,0,1,1,2022-02-12 00:46:00
18560,,11,19,48.0,0,2,0,2022-02-12 18:26:00
18561,,17,10,21.0,2,4,0,2022-02-12 15:54:00
18562,,2,19,49.0,1,0,0,2022-02-12 21:39:00
18563,,8,16,34.0,1,5,1,2022-02-12 04:07:00
18564,,18,18,69.0,1,0,0,2022-02-12 10:39:00
18565,,2,9,17.0,0,0,1,2022-02-12 22:58:00
